Policy_ID,Applicant_ID,Coverage_Amount,Decision,Property_Type,Application_Date
POL-202565,TG-108300,5149.0,Pending,Townhouse,2025-03-05
POL-202566,TG-107025,6433.0,Approved,Townhouse,2024-04-13
POL-202567,TG-109435,18375.0,Pending, apartment ,2023-02-07
POL-202568,TG-105151,9241.0, approved ,Condo,2023-10-28
POL-202569,TG-102450,6333.0,Denied, apartment ,2023-07-26
POL-202570,TG-104891,19193.0,Denied,Condo,2023-02-14
POL-202571,TG-102901,18194.0, approved , apartment ,2025-03-21
POL-202572,TG-108001,9769.0, approved ,Townhouse,2023-07-24
POL-202573,TG-105844,20569.0,Denied,Condo,2023-02-12
POL-202574,TG-101733,18010.0,Denied,Apartment,2023-11-20
POL-202575,TG-104064,13609.0,Denied,Apartment,2023-11-14
POL-202576,TG-107661,10581.0,Pending,Townhouse,2024-06-11
POL-202577,TG-102882,19171.0, approved , apartment ,2024-02-12
POL-202578,TG-107743,11327.0,Denied, apartment ,2025-04-14
POL-202579,TG-105700,15133.0,Pending,Apartment,2024-07-10
POL-202580,TG-109555,5287.0,Approved,Condo,2024-04-29
POL-202581,TG-103040,15360.0,Denied,Condo,2023-09-17
POL-202582,TG-108643,10196.0,Pending, apartment ,2023-02-07
POL-202583,TG-105859,19745.0,Approved,Condo,2025-02-10
POL-202584,TG-108734,24106.0, approved ,Apartment,2024-10-24
POL-202585,TG-101794,23038.0, approved ,Condo,2023-07-15
POL-202586,TG-102894,18782.0,Denied,Townhouse,2023-10-20
POL-202587,TG-103824,10113.0,Denied,Condo,2024-01-01
POL-202588,TG-105623,9746.0,Approved,Apartment,2025-06-01
POL-202589,TG-106026,16775.0,Denied,Condo,2025-03-10
POL-202590,TG-102418,,Approved,Apartment,2023-02-18
POL-202591,TG-103502,11902.0, approved , apartment ,2025-06-05
POL-202592,TG-109766,11506.0, approved ,Condo,2024-11-02
POL-202593,TG-106120,12283.0,Approved,Condo,2023-12-06
POL-202594,TG-106774,18652.0,Denied,Condo,2023-10-07
POL-202595,TG-102099,12499.0, approved ,Apartment,2023-05-08
POL-202596,TG-108576,,Approved,Apartment,2025-03-29
POL-202597,TG-103231,11969.0,Approved,Apartment,2024-01-12
POL-202598,TG-100530,11057.0,Denied,Condo,2024-03-23
POL-202599,TG-103770,7561.0,Pending,Apartment,2024-02-14
POL-202600,TG-104008,19704.0, approved , apartment ,2025-01-31
POL-202601,TG-108148,9177.0, approved ,Townhouse,2024-03-26
POL-202602,TG-102163,21990.0,Pending,Condo,2024-01-31
POL-202603,TG-102773,17931.0, approved ,Townhouse,2023-12-14
POL-202604,TG-103309,12116.0,Approved, apartment ,2023-07-11
POL-202605,TG-101034,14367.0,Approved,Condo,2024-05-23
POL-202606,TG-100710,10879.0,Approved,Townhouse,2024-12-09
POL-202607,TG-102757,24574.0,Pending,Townhouse,2024-05-24
POL-202608,TG-105528,9917.0,Denied,Townhouse,2024-01-12
POL-202609,TG-100416,13111.0,Denied, apartment ,2025-03-27
POL-202610,TG-104446,12854.0,Pending, apartment ,2024-06-15
POL-202611,TG-100655,10464.0, approved ,Condo,2023-10-01
POL-202612,TG-107852,7176.0,Pending,Apartment,2025-03-31
POL-202613,TG-105017,24141.0,Denied,Apartment,2023-03-26
POL-202614,TG-109110,11318.0,Approved,Condo,2025-01-14
POL-202615,TG-109132,19012.0, approved ,Townhouse,2024-03-10
POL-202616,TG-106384,15509.0,Denied,Townhouse,2023-03-22
POL-202617,TG-106922,24240.0,Denied, apartment ,2024-03-16
POL-202618,TG-101257,5872.0,Approved,Condo,2024-09-08
POL-202619,TG-104722,19072.0,Denied,Apartment,2025-04-22
POL-202620,TG-106685,22611.0, approved ,Condo,2023-07-04
POL-202621,TG-107960,19072.0, approved ,Townhouse,2024-07-12
POL-202622,TG-101387,9736.0, approved ,Townhouse,2023-10-28
POL-202623,TG-103220,19934.0,Pending,Apartment,2023-11-25
POL-202624,TG-100129,9666.0,Denied,Condo,2023-04-16
POL-202625,TG-101284,22618.0,Pending,Townhouse,2023-03-23
POL-202626,TG-102881,7808.0,Denied,Condo,2023-12-02
POL-202627,TG-105311,24717.0,Pending,Apartment,2024-11-07
POL-202628,TG-108653,23689.0, approved , apartment ,2023-10-30
POL-202629,TG-101425,23806.0,Denied,Apartment,2023-11-10
POL-202630,TG-109674,22580.0,Pending, apartment ,2024-04-01
POL-202631,TG-103641,5881.0, approved ,Apartment,2024-09-09
POL-202632,TG-103387,16227.0,Denied, apartment ,2025-01-04
POL-202633,TG-104366,9259.0, approved , apartment ,2024-03-12
POL-202634,TG-103156,20248.0,Approved,Apartment,2023-06-20
POL-202635,TG-102500,18922.0,Approved,Townhouse,2024-12-07
POL-202636,TG-107633,21533.0,Approved,Condo,2024-03-30
POL-202637,TG-102981,7420.0,Approved, apartment ,2023-12-26
POL-202638,TG-102969,23440.0, approved ,Townhouse,2024-04-02
POL-202639,TG-104044,6908.0,Denied,Townhouse,2023-02-13
POL-202640,TG-105758,12169.0,Approved,Condo,2025-01-14
POL-202641,TG-103712,9086.0,Pending,Condo,2025-06-09
POL-202642,TG-101534,13773.0,Pending,Apartment,2023-12-28
POL-202643,TG-110025,14060.0, approved ,Apartment,2024-09-21
POL-202644,TG-108330,5428.0,Approved,Condo,2024-03-21
POL-202645,TG-105444,22994.0,Approved, apartment ,2023-10-09
POL-202646,TG-104604,19011.0,Approved, apartment ,2024-10-16
POL-202647,TG-101920,13405.0,Pending, apartment ,2025-03-21
POL-202648,TG-109810,21004.0,Denied,Apartment,2023-02-28
POL-202649,TG-102481,22432.0,Approved, apartment ,2023-03-18
POL-202650,TG-105444,18128.0, approved ,Apartment,2024-11-18
POL-202651,TG-101533,14334.0,Denied, apartment ,2024-10-14
POL-202652,TG-106859,22463.0,Denied,Townhouse,2024-02-20
POL-202653,TG-107099,14872.0, approved ,Condo,2024-01-08
POL-202654,TG-108100,,Pending,Condo,2024-06-09
POL-202655,TG-104246,12362.0,Approved,Condo,2025-03-31
POL-202656,TG-101540,18084.0, approved , apartment ,2025-02-06
POL-202657,TG-105462,20935.0, approved ,Townhouse,2024-11-26
POL-202658,TG-108407,13604.0, approved ,Apartment,2023-06-13
POL-202659,TG-109552,22746.0,Approved,Apartment,2023-02-01
POL-202660,TG-108835,13871.0, approved ,Apartment,2023-05-27
POL-202661,TG-109104,7212.0,Denied,Apartment,2025-05-19
POL-202662,TG-100122,16589.0,Pending, apartment ,2024-09-14
POL-202663,TG-108861,8529.0, approved ,Condo,2024-11-25
POL-202664,TG-100053,19152.0,Approved,Condo,2025-03-11
POL-202665,TG-101112,19953.0, approved ,Condo,2024-03-24
POL-202666,TG-106992,11566.0,Approved,Condo,2023-02-05
POL-202667,TG-108013,18588.0,Pending,Townhouse,2023-05-10
POL-202668,TG-104630,14627.0,Pending,Townhouse,2023-03-10
POL-202669,TG-109488,,Denied, apartment ,2023-08-30
POL-202670,TG-102490,23067.0,Approved,Apartment,2025-03-08
POL-202671,TG-104659,19256.0,Approved,Townhouse,2024-10-22
POL-202672,TG-104304,22248.0,Denied,Townhouse,2024-01-11
POL-202673,TG-105237,24134.0, approved ,Townhouse,2024-01-06
POL-202674,TG-101869,15799.0,Pending,Townhouse,2024-01-28
POL-202675,TG-102746,10728.0, approved ,Apartment,2024-08-03
POL-202676,TG-103662,23227.0,Approved, apartment ,2023-02-03
POL-202677,TG-107186,18659.0,Pending, apartment ,2024-09-11
POL-202678,TG-102372,13429.0,Denied,Condo,2023-06-07
POL-202679,TG-105392,9515.0,Approved,Condo,2024-11-26
POL-202680,TG-109318,18844.0,Approved,Apartment,2024-04-05
POL-202681,TG-101157,16461.0,Pending, apartment ,2024-01-15
POL-202682,TG-110008,8290.0,Pending,Townhouse,2024-01-16
POL-202683,TG-109390,6699.0,Denied,Condo,2024-03-30
POL-202684,TG-104852,14792.0,Approved,Townhouse,2025-02-20
POL-202685,TG-108080,7501.0,Denied, apartment ,2023-03-20
POL-202686,TG-101824,11231.0,Pending,Apartment,2024-08-10
POL-202687,TG-103210,,Approved,Townhouse,2023-05-21
POL-202688,TG-106816,10282.0,Denied, apartment ,2024-06-26
POL-202689,TG-106171,17228.0,Approved,Townhouse,2024-01-11
POL-202690,TG-106249,16080.0,Approved, apartment ,2024-02-12
POL-202691,TG-107720,11057.0,Approved, apartment ,2023-11-18
POL-202692,TG-109348,13071.0,Pending,Townhouse,2024-10-27
POL-202693,TG-106740,16729.0,Denied,Townhouse,2023-10-13
POL-202694,TG-107453,15044.0,Denied,Condo,2023-09-13
POL-202695,TG-105209,6720.0,Denied, apartment ,2023-04-27
POL-202696,TG-102103,22837.0,Approved,Condo,2023-01-27
POL-202697,TG-103842,22193.0,Denied, apartment ,2025-01-23
POL-202698,TG-105588,,Denied,Condo,2023-07-10
POL-202699,TG-108692,22593.0,Approved,Townhouse,2024-05-26
POL-202700,TG-101158,23771.0,Pending, apartment ,2024-06-14
POL-202701,TG-102615,21376.0, approved ,Townhouse,2024-02-01
POL-202702,TG-109142,15294.0,Approved,Townhouse,2024-07-29
POL-202703,,13720.0,Approved,Townhouse,2023-05-01
POL-202704,TG-107629,10119.0,Pending,Condo,2023-09-26
POL-202705,TG-100783,23369.0,Approved,Condo,2025-03-04
POL-202706,TG-108104,17581.0,Pending,Condo,2023-09-24
POL-202707,TG-104135,14842.0,Approved,Townhouse,2024-12-21
POL-202708,TG-102230,19781.0,Denied,Condo,2024-04-01
POL-202709,TG-107805,17543.0,Approved, apartment ,2023-08-08
POL-202710,TG-108486,24971.0, approved ,Condo,2024-09-18
POL-202711,TG-105271,20033.0, approved ,Condo,2023-10-20
POL-202712,TG-109534,6489.0,Approved,Townhouse,2024-12-11
POL-202713,TG-101257,15377.0,Approved,Condo,2024-05-17
POL-202714,TG-104461,20582.0, approved ,Condo,2023-07-24
POL-202715,TG-101501,,Pending,Condo,2023-05-06
POL-202716,TG-100051,22955.0,Pending,Condo,2023-05-19
POL-202717,TG-101584,6723.0, approved ,Townhouse,2025-05-23
POL-202718,TG-101601,10329.0,Pending,Townhouse,2023-03-17
POL-202719,TG-101678,17866.0,Approved,Condo,2024-04-07
POL-202720,TG-102104,7315.0,Pending,Townhouse,2023-06-26
POL-202721,TG-109008,7442.0,Approved,Townhouse,2024-12-31
POL-202722,TG-105818,20288.0,Approved,Townhouse,2024-03-31
POL-202723,TG-104041,23156.0,Approved,Condo,2023-03-31
POL-202724,TG-102239,11062.0,Pending,Townhouse,2025-04-09
POL-202725,TG-105545,20252.0, approved , apartment ,2024-11-29
POL-202726,TG-103652,14134.0, approved ,Apartment,2025-05-15
POL-202727,TG-101822,11720.0,Pending,Condo,2023-11-24
POL-202728,TG-107565,12046.0,Pending, apartment ,2024-11-14
POL-202729,TG-100709,,Approved,Townhouse,2023-12-22
POL-202730,TG-106240,16891.0, approved ,Condo,2024-12-27
POL-202731,TG-100556,6701.0,Denied,Condo,2023-03-08
POL-202732,TG-104588,22181.0,Pending,Apartment,2024-07-17
POL-202733,TG-109877,20097.0,Approved,Townhouse,2024-07-09
POL-202734,TG-105847,16809.0,Denied,Condo,2023-10-25
POL-202735,TG-109314,7261.0,Denied,Apartment,2023-11-04
POL-202736,TG-105287,21274.0,Pending, apartment ,2025-05-21
POL-202737,TG-100493,9364.0, approved , apartment ,2023-06-11
POL-202738,TG-100532,7639.0,Approved, apartment ,2024-12-29
POL-202739,TG-107097,19891.0,Pending,Apartment,2024-12-27
POL-202740,TG-106082,21616.0,Pending,Townhouse,2024-12-18
POL-202741,TG-103783,23938.0, approved ,Apartment,2024-10-15
POL-202742,TG-105773,22255.0,Denied,Condo,2023-06-28
POL-202743,TG-105310,10712.0,Pending,Townhouse,2025-03-23
POL-202744,TG-106379,,Pending,Townhouse,2024-01-06
POL-202745,TG-106378,23770.0, approved ,Condo,2024-06-04
POL-202746,TG-105001,10737.0,Pending, apartment ,2023-08-18
POL-202747,TG-104192,11457.0,Denied,Townhouse,2023-05-05
POL-202748,TG-101207,9219.0, approved ,Townhouse,2023-07-25
POL-202749,TG-102819,15659.0, approved ,Apartment,2025-03-22
POL-202750,TG-101138,16236.0,Denied,Apartment,2023-05-23
POL-202751,TG-101416,24602.0,Pending,Apartment,2023-08-31
POL-202752,TG-105820,18419.0,Denied,Condo,2025-03-20
POL-202753,TG-100064,18274.0,Denied,Condo,2024-05-20
POL-202754,TG-106358,19116.0, approved ,Townhouse,2023-01-27
POL-202755,TG-103575,18888.0,Pending,Townhouse,2024-01-05
POL-202756,TG-103148,14572.0, approved ,Townhouse,2024-07-21
POL-202757,TG-105596,20410.0,Approved,Townhouse,2024-08-09
POL-202758,TG-107479,21793.0,Pending, apartment ,2024-01-13
POL-202759,TG-100349,12718.0,Approved,Townhouse,2024-04-23
POL-202760,TG-106054,21770.0, approved ,Townhouse,2025-04-02
POL-202761,TG-101612,24607.0, approved ,Condo,2024-07-18
POL-202762,TG-104830,16091.0,Denied,Apartment,2023-05-13
POL-202763,TG-104492,15034.0,Approved,Townhouse,2024-09-18
POL-202764,TG-103865,19265.0, approved , apartment ,2023-03-30
POL-202765,TG-102136,12931.0,Approved,Townhouse,2023-03-09
POL-202766,TG-108878,14678.0, approved ,Apartment,2023-11-13
POL-202767,TG-107811,7835.0,Denied,Condo,2024-02-12
POL-202768,TG-104165,6722.0,Pending,Townhouse,2025-01-04
POL-202769,TG-103397,22969.0,Pending,Townhouse,2025-01-06
POL-202770,TG-104266,12219.0,Denied,Townhouse,2024-05-05
POL-202771,TG-106566,20433.0, approved ,Condo,2024-06-22
POL-202772,TG-105022,18173.0,Pending,Condo,2024-02-25
POL-202773,TG-100840,17090.0,Approved,Condo,2025-02-26
POL-202774,TG-103073,19057.0,Approved, apartment ,2024-02-24
POL-202775,TG-100518,24165.0, approved ,Apartment,2025-04-23
POL-202776,TG-109728,19264.0,Approved, apartment ,2024-08-11
POL-202777,TG-104742,12838.0,Denied,Townhouse,2023-03-17
POL-202778,TG-103080,14707.0,Approved,Apartment,2023-05-09
POL-202779,TG-102520,10075.0,Denied,Townhouse,2023-11-21
POL-202780,TG-101583,16779.0,Pending,Apartment,2024-10-19
POL-202781,TG-104918,17691.0,Denied,Apartment,2023-03-17
POL-202782,TG-104812,7120.0,Denied,Condo,2024-04-05
POL-202783,TG-101339,9907.0,Denied,Townhouse,2024-04-22
POL-202784,TG-108313,6817.0,Denied,Townhouse,2024-11-27
POL-202785,TG-105445,,Approved, apartment ,2024-06-13
POL-202786,,11362.0, approved ,Condo,2023-12-19
POL-202787,TG-100304,5934.0,Approved, apartment ,2023-05-12
POL-202788,TG-104765,10667.0,Denied,Townhouse,2025-06-18
POL-202789,TG-105212,17452.0,Denied,Apartment,2025-04-28
POL-202790,TG-107233,7211.0, approved ,Apartment,2025-03-09
POL-202791,TG-106685,24188.0,Approved,Apartment,2024-07-18
POL-202792,TG-108855,22000.0,Approved,Townhouse,2024-10-17
POL-202793,TG-107503,13146.0,Approved,Apartment,2024-08-24
POL-202794,TG-105942,19117.0,Pending,Apartment,2023-07-06
POL-202795,TG-101178,7254.0, approved ,Apartment,2025-02-25
POL-202796,TG-107235,13244.0,Approved, apartment ,2023-05-13
POL-202797,TG-100955,21010.0,Pending,Townhouse,2024-03-19
POL-202798,TG-100378,16029.0, approved ,Condo,2024-05-29
POL-202799,TG-109695,21627.0,Pending, apartment ,2025-06-08
POL-202800,TG-109135,20447.0, approved ,Apartment,2023-02-26
POL-202801,TG-101388,10401.0,Pending,Apartment,2025-05-01
POL-202802,TG-105672,5004.0,Approved,Townhouse,2023-05-08
POL-202803,TG-109923,22075.0, approved ,Townhouse,2024-06-14
POL-202804,TG-102209,13705.0,Approved,Condo,2023-06-06
POL-202805,TG-105281,9920.0, approved ,Apartment,2023-11-08
POL-202806,TG-103291,21373.0,Approved,Townhouse,2023-06-18
POL-202807,TG-105632,19374.0,Denied,Townhouse,2023-06-15
POL-202808,TG-105861,22435.0, approved ,Townhouse,2023-11-27
POL-202809,TG-110020,18994.0, approved ,Condo,2024-12-27
POL-202810,TG-109042,19760.0, approved , apartment ,2023-08-19
POL-202811,TG-103034,10319.0,Pending,Townhouse,2023-12-21
POL-202812,TG-100426,23080.0,Approved,Condo,2024-06-15
POL-202813,TG-107794,24218.0,Approved,Townhouse,2023-10-18
POL-202814,TG-100442,15459.0,Approved,Condo,2025-05-16
POL-202815,TG-105963,24186.0,Denied, apartment ,2023-03-22
POL-202816,TG-104416,11244.0,Denied, apartment ,2023-09-14
POL-202817,TG-106510,8403.0, approved ,Apartment,2023-07-21
POL-202818,TG-107424,10446.0,Pending,Townhouse,2024-10-12
POL-202819,TG-103244,11368.0,Denied,Apartment,2024-07-18
POL-202820,TG-102121,20445.0,Approved,Condo,2023-10-09
POL-202821,TG-101662,5990.0, approved ,Townhouse,2023-05-09
POL-202822,TG-105549,7676.0,Approved, apartment ,2024-10-02
POL-202823,TG-104196,15136.0,Approved,Condo,2023-11-07
POL-202824,TG-102094,10398.0,Denied,Apartment,2024-09-21
POL-202825,TG-104794,14693.0, approved , apartment ,2024-06-30
POL-202826,TG-107003,7979.0,Pending,Condo,2023-04-06
POL-202827,TG-109679,6192.0, approved , apartment ,2024-05-29
POL-202828,,23574.0,Denied,Condo,2024-10-18
POL-202829,TG-102755,23482.0,Denied,Apartment,2023-06-22
POL-202830,TG-100569,22523.0, approved , apartment ,2024-08-29
POL-202831,TG-100829,9286.0,Denied, apartment ,2024-08-17
POL-202832,TG-104029,11918.0,Approved,Townhouse,2023-06-07
POL-202833,TG-101904,10242.0,Denied, apartment ,2023-06-25
POL-202834,TG-103179,20126.0,Denied, apartment ,2024-11-05
POL-202835,TG-102978,15266.0,Pending,Condo,2024-10-01
POL-202836,TG-108907,7468.0,Approved,Condo,2025-01-07
POL-202837,TG-106938,8062.0, approved ,Townhouse,2024-09-11
POL-202838,TG-107863,14756.0,Denied,Townhouse,2023-12-12
POL-202839,TG-103114,20184.0,Approved,Apartment,2025-05-12
POL-202840,TG-106052,20814.0,Denied,Condo,2024-07-31
POL-202841,TG-102087,6840.0,Approved,Apartment,2023-02-12
POL-202842,TG-102301,15819.0,Pending,Condo,2025-04-25
POL-202843,,13684.0,Denied,Townhouse,2025-06-03
POL-202844,TG-106499,16362.0,Pending,Townhouse,2023-01-30
POL-202845,TG-108378,14233.0, approved , apartment ,2023-03-25
POL-202846,TG-109146,17839.0, approved , apartment ,2023-02-16
POL-202847,TG-100620,18764.0,Pending,Condo,2024-10-18
POL-202848,TG-102932,7566.0,Pending,Townhouse,2025-02-28
POL-202849,TG-107922,23858.0,Approved,Condo,2024-08-13
POL-202850,TG-100966,11834.0,Approved,Townhouse,2023-09-29
POL-202851,TG-107551,20445.0,Pending,Condo,2024-10-28
POL-202852,TG-104179,7795.0, approved ,Townhouse,2023-08-04
POL-202853,TG-107625,15230.0,Approved, apartment ,2025-02-24
POL-202854,TG-100086,24243.0,Pending,Townhouse,2024-08-08
POL-202855,TG-100009,16481.0, approved ,Condo,2024-03-02
POL-202856,TG-103907,,Approved, apartment ,2024-09-24
POL-202857,TG-105896,22664.0,Approved,Townhouse,2024-10-16
POL-202858,TG-101434,9492.0,Denied,Condo,2023-02-01
POL-202859,TG-102493,5905.0, approved ,Townhouse,2024-05-24
POL-202860,TG-104985,9246.0,Denied,Townhouse,2024-10-04
POL-202861,TG-102271,12547.0,Pending,Condo,2024-07-12
POL-202862,TG-105518,17558.0,Denied,Condo,2023-10-24
POL-202863,TG-102246,9208.0,Approved,Apartment,2024-10-19
POL-202864,TG-108385,19239.0,Approved,Apartment,2023-11-06
POL-202865,TG-109345,12641.0,Approved,Townhouse,2024-05-09
POL-202866,TG-104553,12055.0,Approved, apartment ,2023-09-08
POL-202867,TG-107056,11754.0,Denied,Apartment,2025-04-04
POL-202868,TG-108524,14935.0,Approved,Townhouse,2025-04-06
POL-202869,TG-100520,14102.0,Approved,Apartment,2024-12-02
POL-202870,TG-105583,6878.0,Approved,Apartment,2024-02-20
POL-202871,TG-103147,11498.0,Approved,Condo,2023-11-01
POL-202872,TG-104099,6670.0,Pending,Townhouse,2024-04-09
POL-202873,TG-103828,15631.0, approved ,Condo,2023-03-16
POL-202874,TG-108415,23173.0, approved ,Condo,2024-12-06
POL-202875,TG-102946,24571.0, approved ,Apartment,2023-03-03
POL-202876,TG-103112,23396.0,Denied,Condo,2023-06-11
POL-202877,TG-107361,5168.0, approved ,Apartment,2024-03-26
POL-202878,TG-101610,7284.0, approved ,Apartment,2024-03-01
POL-202879,TG-106321,16408.0,Pending, apartment ,2024-05-10
POL-202880,TG-107739,8884.0,Approved,Townhouse,2024-04-20
POL-202881,TG-106446,8041.0, approved ,Townhouse,2023-07-28
POL-202882,TG-104435,17252.0,Approved,Townhouse,2023-12-15
POL-202883,TG-106549,23748.0,Approved,Condo,2024-09-13
POL-202884,TG-103349,24956.0,Approved,Townhouse,2023-05-28
POL-202885,TG-101880,15246.0,Pending, apartment ,2023-11-17
POL-202886,TG-103857,24789.0,Approved,Condo,2025-06-01
POL-202887,TG-108905,23339.0,Pending,Townhouse,2025-01-05
POL-202888,TG-102749,15127.0, approved ,Apartment,2023-11-23
POL-202889,TG-107025,13615.0,Denied, apartment ,2025-01-21
POL-202890,TG-106628,20814.0,Approved, apartment ,2025-05-31
POL-202891,TG-109995,16449.0,Denied, apartment ,2023-12-20
POL-202892,TG-107196,10546.0,Denied,Condo,2024-02-13
POL-202893,TG-108450,17741.0,Approved,Townhouse,2023-05-14
POL-202894,TG-101972,18824.0,Denied, apartment ,2025-02-17
POL-202895,TG-106608,19118.0,Pending,Townhouse,2024-01-15
POL-202896,TG-100994,6925.0,Approved,Condo,2024-06-11
POL-202897,TG-102771,6545.0, approved ,Apartment,2024-07-29
POL-202898,TG-105606,21395.0, approved ,Condo,2023-04-19
POL-202899,TG-106733,18343.0,Approved,Townhouse,2023-11-23
POL-202900,TG-104082,15820.0,Pending,Townhouse,2023-09-05
POL-202901,TG-103752,14601.0,Approved,Townhouse,2024-04-22
POL-202902,TG-105369,16304.0,Approved, apartment ,2023-05-06
POL-202903,TG-108055,14513.0,Pending,Apartment,2023-10-01
POL-202904,TG-103044,15629.0, approved ,Townhouse,2024-04-05
POL-202905,TG-102098,14369.0,Approved,Condo,2023-09-11
POL-202906,TG-104959,16737.0,Denied,Townhouse,2023-05-25
POL-202907,TG-106413,20064.0,Denied, apartment ,2023-04-10
POL-202908,TG-104863,11934.0,Approved,Apartment,2023-02-21
POL-202909,TG-101018,9517.0,Pending,Apartment,2023-10-25
POL-202910,TG-106026,9368.0, approved ,Condo,2024-01-29
POL-202911,TG-108904,20033.0,Denied,Townhouse,2025-06-03
POL-202912,TG-107217,11066.0,Denied,Townhouse,2024-09-22
POL-202913,TG-102531,10199.0,Pending, apartment ,2024-03-04
POL-202914,TG-105500,5216.0, approved , apartment ,2023-09-12
POL-202915,TG-107494,20647.0,Denied, apartment ,2025-06-05
POL-202916,TG-100976,6767.0,Denied, apartment ,2023-06-13
POL-202917,TG-103621,6810.0, approved , apartment ,2025-04-13
POL-202918,TG-101354,10613.0,Approved, apartment ,2023-12-02
POL-202919,TG-108417,24387.0,Approved,Apartment,2024-08-14
POL-202920,TG-109361,18906.0, approved ,Apartment,2025-01-08
POL-202921,TG-106302,9746.0,Denied, apartment ,2023-11-17
POL-202922,TG-101870,20189.0,Approved,Condo,2023-07-14
POL-202923,TG-108925,18011.0,Approved,Condo,2025-02-20
POL-202924,TG-108938,6516.0,Approved,Townhouse,2023-06-13
POL-202925,TG-105252,,Denied, apartment ,2024-05-25
POL-202926,TG-109939,13814.0, approved ,Condo,2024-06-11
POL-202927,TG-109727,9741.0,Denied, apartment ,2024-04-23
POL-202928,TG-100830,15600.0, approved ,Condo,2024-05-25
POL-202929,TG-100849,11204.0,Pending,Apartment,2025-06-19
POL-202930,TG-109729,16026.0,Denied,Apartment,2023-11-12
POL-202931,TG-104427,22658.0,Denied, apartment ,2024-05-24
POL-202932,TG-109619,24743.0,Pending,Apartment,2023-01-24
POL-202933,TG-100368,20572.0,Approved,Condo,2023-04-03
POL-202934,TG-104857,9638.0,Pending,Apartment,2024-02-07
POL-202935,TG-101096,22252.0,Pending,Apartment,2024-06-01
POL-202936,TG-108557,5108.0,Approved,Condo,2024-04-13
POL-202937,TG-101698,22570.0,Approved,Apartment,2023-09-04
POL-202938,TG-108886,8897.0, approved ,Apartment,2023-08-09
POL-202939,TG-105043,19961.0, approved , apartment ,2024-08-20
POL-202940,TG-103550,20504.0,Pending,Townhouse,2023-12-28
POL-202941,TG-106188,11713.0,Pending,Condo,2023-02-19
POL-202942,TG-103374,8373.0,Denied,Townhouse,2023-02-21
POL-202943,TG-106492,10532.0, approved ,Apartment,2023-10-16
POL-202944,TG-105498,18914.0,Approved,Townhouse,2024-05-21
POL-202945,TG-106194,18162.0,Denied,Apartment,2024-09-03
POL-202946,TG-103960,17148.0,Approved,Condo,2025-05-13
POL-202947,TG-101383,12235.0,Pending, apartment ,2024-10-31
POL-202948,TG-100122,6983.0, approved ,Apartment,2024-11-19
POL-202949,TG-109464,17554.0, approved ,Apartment,2024-04-26
POL-202950,TG-107225,24808.0,Approved,Apartment,2023-10-20
POL-202951,TG-107239,24258.0,Pending,Condo,2024-07-03
POL-202952,TG-101586,6617.0,Approved,Townhouse,2023-01-09
POL-202953,TG-103456,17129.0, approved ,Townhouse,2025-05-17
POL-202954,TG-107491,20375.0,Approved,Condo,2023-04-21
POL-202955,TG-101564,11021.0,Approved, apartment ,2024-03-17
POL-202956,TG-102961,24598.0,Pending, apartment ,2023-05-18
POL-202957,TG-107806,23545.0,Approved,Condo,2023-09-28
POL-202958,TG-102929,10933.0,Denied,Townhouse,2025-01-14
POL-202959,TG-105479,22799.0,Approved, apartment ,2024-01-10
POL-202960,TG-102687,23058.0, approved ,Townhouse,2025-02-21
POL-202961,TG-106802,12065.0, approved ,Townhouse,2024-02-17
POL-202962,TG-106832,18123.0,Denied,Apartment,2024-01-10
POL-202963,TG-106779,10974.0,Pending,Apartment,2023-02-16
POL-202964,TG-110004,20437.0,Pending,Apartment,2024-02-15
POL-202965,TG-102294,6318.0,Approved,Apartment,2023-02-22
POL-202966,TG-100180,17282.0,Approved, apartment ,2024-08-06
POL-202967,TG-106266,22234.0,Denied,Condo,2024-07-29
POL-202968,TG-102117,9726.0, approved , apartment ,2023-07-19
POL-202969,TG-108704,7425.0,Approved, apartment ,2024-01-07
POL-202970,TG-107163,24952.0,Approved,Condo,2024-07-20
POL-202971,TG-101258,23655.0,Denied,Apartment,2023-10-23
POL-202972,TG-100538,5210.0,Approved,Apartment,2023-03-17
POL-202973,TG-103218,10887.0,Denied,Apartment,2024-01-31
POL-202974,TG-103161,13664.0,Pending,Townhouse,2024-05-31
POL-202975,TG-106523,12805.0,Approved,Condo,2024-04-06
POL-202976,TG-108499,9145.0,Denied,Condo,2025-02-21
POL-202977,TG-107374,19643.0,Pending, apartment ,2024-07-17
POL-202978,TG-107877,12217.0, approved ,Townhouse,2023-10-14
POL-202979,TG-100062,9534.0,Denied,Condo,2025-04-25
POL-202980,TG-109054,18876.0, approved ,Condo,2024-09-30
POL-202981,TG-100225,9620.0,Approved,Condo,2024-11-27
POL-202982,TG-105372,22080.0, approved ,Townhouse,2024-09-17
POL-202983,TG-100240,22768.0, approved ,Townhouse,2023-05-02
POL-202984,TG-107533,19771.0,Denied, apartment ,2023-05-12
POL-202985,TG-106466,14986.0,Pending,Condo,2023-04-10
POL-202986,TG-101770,21526.0,Approved,Townhouse,2024-02-08
POL-202987,TG-100339,7781.0,Approved,Townhouse,2024-01-18
POL-202988,TG-106180,13682.0,Approved,Townhouse,2025-03-24
POL-202989,TG-109686,18350.0,Pending,Apartment,2023-12-14
