,app_id,property_id,app_date,employment_status,income,credit_score,previously_evicted,has_cosigner,approval_status,premium,monthly_rent,tenants,notes
1515,1845959,1768,2024-12-14,Full-Time,242600,,No,No,Approved,3791.76,4514,1,
1516,1848112,606,2021-11-17,Part-Time,63550,773.0,No,No,Approved,1424.94,2159,2,Applicant follow-up needed
1517,1849959,1304,2024-10-18,Unemployed,119014,673.0,No,Yes,Withdrawn,8890.44,11398,2,Flagged for manual review.
1518,1850808,348,2021-09-11,Contract,82485,674.0,No,Yes,Withdrawn,8482.56,8836,4,
1519,1852203,953,2022-08-22,Part-Time,234945,687.0,No,Yes,Approved,2818.2,4270,1,
1520,1853141,1464,2024-01-17,Student,205904,810.0,Yes,No,Approved,3150.0,3750,1,Applicant follow-up needed
1521,1854472,1129,2022-03-14,Contract,30939,701.0,Yes,Yes,Approved,2657.76,3164,4,Referred by agent.
1522,1856152,1428,2024-08-27,Retired,123503,754.0,No,No,Approved,7381.44,7689,3,Missing bank statements.
1523,1857134,668,2020-10-05,Unemployed,105345,367.0,No,No,Withdrawn,3251.16,4926,4,.
1524,1859474,1493,2023-05-29,Student,65812,801.0,No,No,Denied,1939.74,2939,3,docs expired
1525,1859772,731,2024-12-04,Student,25144,549.0,No,Yes,Denied,1816.32,1892,1,Applicant follow-up needed
1526,1860223,1695,2021-10-05,Self-Employed,177628,768.0,No,No,Withdrawn,4281.48,5097,5,
1527,1860725,1158,,Student,30435,,No,Yes,Withdrawn,1416.0,1475,5,docs expired
1528,1864997,1383,2022-12-26,Self-Employed,211840,727.0,No,Yes,Approved,2385.24,3058,5,Renewal case.
1529,1871190,1781,2024-03-08,Full-Time,153661,791.0,No,Yes,Under Review,1970.64,2346,4,.
1530,1871667,1015,2023-01-25,Full-Time,230919,,No,No,Denied,3765.96,5706,4,Co-signer pending review.
1531,1872296,673,2023-12-20,Part-Time,138229,687.0,Yes,Yes,Approved,4321.98,5541,4,
1532,1873606,244,2024-04-10,Student,122410,461.0,No,No,Approved,1104.0,1840,1,Flagged for manual review.
1533,1877270,126,2020-10-11,Full-Time,88095,,No,No,Pending,1876.56,2234,1,income verified via Plaid
1534,1877292,1104,2020-05-27,Retired,189113,629.0,No,Yes,Denied,2867.28,0,3,Applicant follow-up needed
1535,1877404,1650,2020-04-18,Self-Employed,188191,720.0,No,No,Approved,1899.6,3166,5,
1536,1877703,365,2023-10-09,Retired,161708,664.0,No,Yes,Approved,1421.4,2369,4,Renewal case.
1537,1879897,398,2024-11-05,Unemployed,23226,759.0,Yes,No,Withdrawn,4660.32,5548,4,Flagged for manual review.
1538,1880021,618,2020-03-03,Student,161509,626.0,No,Yes,Withdrawn,4704.18,6031,4,Renewal case.
1539,1880760,809,2022-12-02,Unemployed,57947,734.0,No,Yes,Denied,953.7,1445,4,
1540,1882314,1244,2021-01-09,Student,65286,647.0,No,No,Approved,4965.0,8275,3,Co-signer pending review.
1541,1882447,43,2022-04-10,Retired,164457,744.0,Yes,No,Denied,2766.96,3294,4,
1542,1883714,619,2020-10-16,Retired,274245,811.0,No,Yes,Pending,8628.48,10272,5,
1543,1884308,926,,Self-Employed,109721,,No,No,Pending,3912.6,0,1,Co-signer pending review.
1544,1885278,45,2023-11-16,Part-Time,44140,691.0,No,No,Under Review,2020.26,3061,5,
1545,1886261,1462,2021-02-03,Self-Employed,65689,671.0,No,Yes,Pending,1019.7,1545,2,Applicant follow-up needed
1546,1888087,320,2024-04-03,Full-Time,176709,,No,Yes,Approved,2719.68,2833,5,income verified via Plaid
1547,1889259,577,2020-03-20,Unemployed,37617,830.0,No,No,Approved,1898.88,1978,2,Renewal case.
1548,1890408,245,2024-01-09,Self-Employed,243635,692.0,No,Yes,Approved,2578.68,3306,5,
1549,1891454,561,2021-09-02,Student,31982,669.0,No,No,Pending,1638.72,1707,2,Missing bank statements.
1550,1892683,1792,2020-04-27,Retired,126530,626.0,No,No,Approved,4828.32,5748,2,Referred by agent.
1551,1893502,1105,2022-09-11,Student,160444,696.0,No,Yes,Denied,724.8,1208,2,
1552,1895735,1149,2023-02-28,Retired,207697,666.0,Yes,No,Under Review,6922.56,7211,1,Renewal case.
1553,1896093,1754,2023-06-03,Unemployed,311977,711.0,No,No,Denied,3160.08,4788,2,
1554,1896431,508,2020-02-07,Unemployed,240762,754.0,Yes,No,Withdrawn,647.4,0,5,Co-signer pending review.
1555,1897278,740,2021-01-04,Part-Time,77816,766.0,Yes,Yes,Denied,1615.8,2693,3,
1556,1897292,321,2023-03-04,Unemployed,62095,773.0,No,Yes,Denied,3966.6,6010,5,Referred by agent.
1557,1901030,1579,2022-10-07,Retired,56907,723.0,Yes,Yes,Under Review,1770.12,2682,5,Renewal case.
1558,1901261,204,2020-05-30,Unemployed,137440,834.0,Yes,No,Denied,1054.56,1352,2,Applicant follow-up needed
1559,1902227,432,2022-11-03,Self-Employed,135362,825.0,Yes,Yes,Approved,1934.46,2931,2,income verified via Plaid
1560,1902904,1107,2024-09-24,Part-Time,60741,792.0,No,Yes,Withdrawn,1910.4,3184,3,.
1561,1904231,865,2022-05-20,Full-Time,798000,658.0,No,No,Approved,1106.04,1418,4,docs expired
1562,1904884,376,2022-08-22,Unemployed,125449,,No,No,Approved,2451.12,2918,5,Renewal case.
1563,1905584,101,2022-03-16,Contract,44968,719.0,No,Yes,Under Review,2420.04,2881,4,Missing bank statements.
1564,1906015,1075,2023-07-14,Part-Time,153133,842.0,No,Yes,Under Review,3417.96,4382,4,Co-signer pending review.
1565,1907577,1279,2023-08-18,Student,242495,831.0,No,Yes,Approved,3694.08,0,5,
1566,1908771,1262,2023-08-08,Part-Time,84881,551.0,No,Yes,Pending,5814.48,6922,2,
1567,1912163,1054,2023-02-16,Part-Time,50736,487.0,Yes,Yes,Withdrawn,2042.88,2128,3,
1568,1915584,104,2020-01-06,Contract,173786,771.0,No,Yes,Under Review,3096.0,3225,5,Renewal case.
1569,1915922,1535,2020-04-07,Part-Time,139881,402.0,No,Yes,Denied,3742.44,4798,3,
1570,1916200,406,2024-07-25,Self-Employed,66326,829.0,No,No,Approved,3827.88,4557,3,Applicant follow-up needed
1571,1916373,1228,2024-02-14,Contract,164897,682.0,No,No,Approved,739.2,1120,2,
1572,1917386,551,2022-12-01,Self-Employed,226142,720.0,No,No,Denied,3732.3,4785,4,Referred by agent.
1573,1918706,1253,2020-03-07,Contract,110272,,No,No,Pending,3229.2,5382,5,Co-signer pending review.
1574,1918905,756,2023-04-23,Student,247900,705.0,Yes,Yes,Under Review,903.54,1369,1,Missing bank statements.
1575,1919260,363,2021-06-28,Full-Time,34507,650.0,No,No,Approved,846.0,1410,2,Referred by agent.
1576,1920108,997,2024-12-16,Retired,48441,640.0,No,No,Denied,2981.88,4518,5,Renewal case.
1577,1921340,232,2023-02-06,Full-Time,248737,677.0,No,No,Approved,1955.52,2037,4,
1578,1921664,910,2023-08-21,Self-Employed,173363,790.0,No,Yes,Approved,1467.6,2446,5,
1579,1922045,1686,2020-05-20,Full-Time,184152,675.0,No,No,Denied,2496.6,4161,1,
1580,1922112,868,2023-07-16,Contract,167518,751.0,No,No,Under Review,2913.12,3468,4,Applicant provided pay stubs.
1581,1924473,1208,2023-08-31,Part-Time,11450,600.0,No,No,Denied,1824.0,1900,2,Applicant provided pay stubs.
1582,1925984,141,2021-05-26,Part-Time,190601,686.0,No,Yes,Approved,2017.62,3057,1,.
1583,1928094,1160,2023-11-21,Contract,122189,,No,Yes,Denied,2154.6,3591,1,Missing bank statements.
1584,1931930,919,2023-05-03,Self-Employed,227045,799.0,No,No,Denied,718.38,921,5,.
1585,1932946,1255,2023-06-22,Contract,130899,715.0,No,Yes,Denied,6069.0,0,2,Referred by agent.
1586,1934188,306,2023-11-01,Unemployed,99642,721.0,Yes,Yes,Pending,1594.8,2658,4,Renewal case.
1587,1935616,1412,2022-09-04,Full-Time,47115,729.0,No,No,Denied,1516.8,1580,4,.
1588,1935695,516,2023-10-15,Unemployed,19765,607.0,No,No,Approved,1428.0,1700,5,Referred by agent.
1589,1935857,154,2024-07-30,Student,192341,788.0,No,Yes,Denied,1327.68,1383,4,Missing bank statements.
1590,1937101,42,2022-08-18,Part-Time,178638,686.0,No,Yes,Under Review,5457.66,6997,3,
1591,1937417,74,2023-02-22,Self-Employed,319822,741.0,No,No,Pending,5972.4,9954,2,Referred by agent.
1592,1937511,995,2023-07-15,Self-Employed,52141,604.0,No,No,Approved,5733.12,5972,2,
1593,1940363,1098,2022-11-13,Unemployed,19083,,No,No,Withdrawn,3255.84,0,2,
1594,1940378,1021,2020-06-09,Unemployed,141087,625.0,No,Yes,Approved,2354.82,3019,3,
1595,1941049,1393,2020-12-05,Full-Time,109100,702.0,No,No,Denied,3065.4,5109,1,docs expired
1596,1942971,1272,2024-11-05,Full-Time,243933,792.0,No,No,Denied,1726.8,2878,2,Applicant provided pay stubs.
1597,1943421,1358,2023-08-07,Student,132135,787.0,No,No,Denied,3075.54,3943,2,.
1598,1944481,626,2020-12-13,Unemployed,45623,780.0,No,Yes,Approved,1194.6,1991,4,Missing bank statements.
1599,1946507,1785,,Part-Time,231018,604.0,No,Yes,Approved,5309.76,5531,1,.
1600,1946951,1559,2021-01-03,Full-Time,35519,,No,Yes,Pending,1556.16,0,4,Renewal case.
1601,1947092,839,2022-12-10,Full-Time,201407,,No,Yes,Pending,2830.74,4289,2,
1602,1947879,1115,2020-07-08,Student,142440,684.0,No,No,Withdrawn,2381.4,3969,4,Flagged for manual review.
1603,1948970,1040,2020-06-29,Part-Time,102136,342.0,No,No,Denied,2119.26,2717,1,docs expired
1604,1950347,1167,2023-03-17,Full-Time,83666,807.0,Yes,No,Pending,4148.76,6286,3,Applicant provided pay stubs.
1605,1954019,1722,2024-07-04,Full-Time,117725,740.0,No,Yes,Under Review,1010.4,1684,3,
1606,1956214,1081,2022-11-28,Retired,263979,809.0,No,Yes,Pending,5405.76,5631,4,
1607,1956409,139,2021-11-26,Full-Time,78642,752.0,No,No,Approved,5700.48,5938,5,Flagged for manual review.
1608,1956602,1174,2024-02-22,Part-Time,37384,700.0,No,No,Approved,1637.16,1949,5,
1609,1957909,1366,2020-02-04,Unemployed,131784,660.0,Yes,Yes,Pending,4884.48,5088,4,Renewal case.
1610,1962081,818,2022-05-11,Contract,142373,634.0,No,No,Approved,3144.96,4032,4,Applicant provided pay stubs.
1611,1962678,963,2021-12-17,Full-Time,165153,583.0,No,No,Approved,832.32,867,4,Co-signer pending review.
1612,1965328,64,2022-10-02,Retired,63733,659.0,Yes,No,Approved,2248.8,3748,2,income verified via Plaid
1613,1965611,415,2020-08-31,Contract,206186,,No,No,Approved,671.22,1017,5,income verified via Plaid
1614,1966063,1107,2020-04-06,Student,323794,407.0,No,No,Denied,2674.56,3184,3,docs expired
1615,1966833,1344,2023-11-27,Unemployed,248958,693.0,No,No,Pending,2547.6,4246,4,docs expired
1616,1967404,90,2023-02-07,Part-Time,99832,767.0,No,Yes,Pending,4397.4,5235,4,Referred by agent.
1617,1967960,920,2023-03-26,Part-Time,228417,770.0,No,Yes,Approved,2057.4,3429,1,income verified via Plaid
1618,1969583,300,2022-11-19,Retired,18738,788.0,No,Yes,Approved,3876.6,4970,4,Renewal case.
1619,1972455,980,2023-07-31,Full-Time,22474,739.0,No,No,Approved,1291.68,0,2,
1620,1972523,864,2021-01-06,Unemployed,271443,850.0,No,Yes,Approved,6556.68,8406,5,
1621,1972683,677,2020-09-04,Full-Time,66874,,Yes,No,Pending,1096.2,1827,3,Applicant provided pay stubs.
1622,1973186,1168,2024-04-10,Retired,245952,671.0,No,No,Approved,4584.0,4775,2,Referred by agent.
1623,1974533,1196,2023-08-02,Self-Employed,241110,481.0,No,Yes,Pending,2744.28,3267,1,Flagged for manual review.
1624,1975084,804,2022-04-26,Unemployed,40596,598.0,No,No,Approved,2083.62,3157,5,Referred by agent.
1625,1977365,1004,2021-11-16,Self-Employed,153702,731.0,No,Yes,Denied,3607.56,5466,1,Referred by agent.
1626,1978573,1587,2023-03-31,Student,130390,,No,No,Pending,3624.96,3776,2,Referred by agent.
1627,1978714,1655,2021-01-04,Self-Employed,226228,617.0,Yes,Yes,Approved,4549.2,7582,1,Referred by agent.
1628,1979185,613,2020-07-05,Unemployed,48252,749.0,No,No,Withdrawn,4299.36,0,5,
1629,1983750,640,2023-12-19,Student,28063,684.0,No,No,Under Review,2953.08,3786,2,.
1630,1984370,1354,2020-06-04,Self-Employed,153212,665.0,No,Yes,Under Review,1244.4,2074,4,
1631,1984511,269,2020-04-17,Unemployed,25899,780.0,No,No,Approved,1958.4,0,5,Flagged for manual review.
1632,1984848,516,2022-07-16,Part-Time,107349,794.0,No,Yes,Denied,1632.0,1700,2,Flagged for manual review.
1633,1985599,1498,2024-09-27,Contract,75543,827.0,Yes,No,Pending,1869.6,3116,1,Applicant follow-up needed
1634,1986200,652,2022-08-08,Full-Time,225422,589.0,No,No,Denied,3631.68,3783,1,Referred by agent.
1635,1987444,270,2024-05-23,Self-Employed,58452,659.0,No,No,Approved,4048.8,4820,3,docs expired
1636,1988845,1669,,Full-Time,46204,,No,Yes,Approved,1307.04,1556,5,Co-signer pending review.
1637,1989334,377,2024-05-02,Unemployed,86601,,No,No,Approved,1368.0,1425,2,income verified via Plaid
1638,1990080,1191,2020-05-12,Full-Time,249035,710.0,No,No,Approved,827.64,1254,2,Flagged for manual review.
1639,1990228,945,2021-08-18,Unemployed,108126,832.0,No,No,Approved,1100.22,1667,4,
1640,1991658,938,2023-03-05,Unemployed,60709,681.0,No,No,Approved,4352.4,5580,2,docs expired
1641,1992139,92,2023-05-17,Contract,212356,711.0,Yes,Yes,Denied,2466.36,3162,2,Applicant provided pay stubs.
1642,1992470,179,2024-06-02,Retired,161623,665.0,No,Yes,Approved,3299.4,0,1,Renewal case.
1643,1996488,446,2023-05-15,Unemployed,81122,,No,No,Denied,1887.6,3146,3,Renewal case.
1644,1996989,568,2020-07-10,Part-Time,248000,730.0,No,No,Denied,1866.48,0,5,
1645,2000721,553,2023-05-26,Retired,230319,613.0,Yes,Yes,Approved,3242.58,4913,2,
1646,2001832,1480,2020-03-17,Student,245171,700.0,No,No,Under Review,1034.22,1567,2,Co-signer pending review.
1647,2002867,208,2020-02-17,Student,125856,708.0,No,No,Approved,562.98,853,2,
1648,2003482,52,,Retired,50676,,No,No,Approved,3091.14,3963,4,Flagged for manual review.
1649,2005441,84,2021-08-01,Contract,180892,689.0,Yes,No,Approved,4462.8,7438,1,
1650,2005658,445,2021-11-15,Self-Employed,222444,683.0,Yes,No,Denied,1088.34,1649,4,Missing bank statements.
1651,2006083,119,2021-10-21,Part-Time,118651,749.0,No,No,Under Review,3736.2,4790,2,Applicant provided pay stubs.
1652,2006521,780,2020-10-09,Student,73177,640.0,No,Yes,Pending,2123.88,3218,4,
1653,2006550,1553,2024-05-17,Retired,226197,673.0,No,Yes,Pending,2489.76,3192,4,
1654,2009166,30,2022-05-05,Self-Employed,201274,,Yes,Yes,Denied,2976.96,3101,4,Applicant follow-up needed
1655,2010430,1735,2024-07-06,Self-Employed,199632,794.0,No,Yes,Approved,1459.26,2211,2,docs expired
1656,2011435,690,2023-11-03,Student,220415,712.0,No,No,Approved,1290.24,1344,1,docs expired
1657,2015567,437,,Part-Time,217372,,No,No,Denied,1805.1,2735,5,
1658,2017215,88,2022-01-17,Retired,321311,756.0,No,No,Approved,1528.8,1960,1,docs expired
1659,2017337,1434,2023-08-03,Full-Time,95348,721.0,No,Yes,Approved,4210.2,7017,2,Flagged for manual review.
1660,2018148,1532,2020-02-11,Contract,161982,794.0,No,No,Withdrawn,1629.6,2716,5,
1661,2019608,1570,2021-01-16,Retired,246478,,No,No,Denied,1889.4,3149,2,Applicant provided pay stubs.
1662,2022325,564,2023-08-15,Student,75140,731.0,No,Yes,Denied,3112.8,0,5,
1663,2022560,1624,2024-08-08,Part-Time,137259,698.0,No,Yes,Under Review,3898.56,4061,4,.
1664,2023242,534,2023-01-09,Part-Time,32731,813.0,No,Yes,Withdrawn,1964.82,2977,2,Applicant follow-up needed
1665,2026738,59,2024-07-07,Unemployed,82215,,No,Yes,Approved,1967.16,2522,5,Applicant follow-up needed
1666,2031887,169,2022-03-20,Contract,120872,752.0,Yes,No,Approved,2448.0,4080,2,Flagged for manual review.
1667,2031958,1127,2023-12-17,Retired,141480,650.0,No,No,Denied,2304.72,3492,2,Missing bank statements.
1668,2033171,374,2021-07-14,Self-Employed,80590,360.0,No,Yes,Approved,1877.4,0,3,
1669,2035750,768,2022-07-27,Retired,54116,750.0,No,Yes,Under Review,5788.44,6891,3,income verified via Plaid
1670,2036391,303,2020-01-28,Unemployed,184905,,No,Yes,Under Review,5029.44,5239,4,Flagged for manual review.
1671,2037924,1498,2021-04-06,Full-Time,51044,704.0,No,No,Approved,2617.44,3116,4,income verified via Plaid
1672,2038510,1529,2024-05-16,Full-Time,222428,,No,Yes,Under Review,3550.56,4552,5,Co-signer pending review.
1673,2038798,1597,2020-08-29,Part-Time,164556,704.0,No,No,Pending,1556.88,1996,5,Flagged for manual review.
1674,2038968,377,2024-04-30,Retired,242978,721.0,No,Yes,Approved,940.5,1425,2,
1675,2039194,1540,2024-06-21,Part-Time,129223,798.0,Yes,Yes,Under Review,2745.12,3268,3,Missing bank statements.
1676,2040270,154,2021-03-07,Unemployed,139517,605.0,No,Yes,Pending,1161.72,1383,2,docs expired
1677,2040755,1093,2022-11-05,Retired,227561,709.0,No,No,Withdrawn,2384.76,2839,5,Applicant provided pay stubs.
1678,2040847,465,2022-01-27,Full-Time,121109,577.0,Yes,Yes,Approved,1590.12,0,1,
1679,2041280,384,2023-07-13,Part-Time,70384,786.0,No,No,Approved,3822.6,6371,4,
1680,2042859,1585,2021-10-05,Unemployed,238970,775.0,Yes,Yes,Approved,1628.76,1939,2,Applicant follow-up needed
1681,2043186,1789,2024-11-24,Self-Employed,109284,767.0,No,Yes,Denied,2890.56,3011,4,Flagged for manual review.
1682,2043209,1710,2022-06-13,Full-Time,4435,841.0,No,Yes,Denied,5437.44,5664,5,Applicant provided pay stubs.
1683,2043778,1119,2023-07-19,Part-Time,154532,603.0,No,Yes,Approved,2751.84,3276,5,income verified via Plaid
1684,2044165,1782,2021-11-28,Self-Employed,169013,827.0,No,Yes,Pending,4620.72,5924,2,Applicant provided pay stubs.
1685,2045236,259,2022-04-09,Unemployed,222387,749.0,No,No,Approved,2401.2,4002,4,Referred by agent.
1686,2046288,1791,2023-08-26,Unemployed,63282,430.0,No,No,Denied,3432.0,3575,5,
1687,2049963,184,2020-05-02,Retired,79963,678.0,No,Yes,Pending,3515.16,5326,3,income verified via Plaid
1688,2050550,977,2024-04-21,Student,220615,781.0,No,Yes,Approved,2548.92,3862,4,
1689,2053123,366,2020-05-04,Unemployed,102789,777.0,Yes,Yes,Approved,3767.04,3924,2,
1690,2054413,1688,2020-12-13,Retired,107947,832.0,No,No,Pending,2867.52,2987,3,
1691,2056958,1551,2020-09-14,Retired,140955,776.0,Yes,No,Pending,1025.64,1554,2,Flagged for manual review.
1692,2060691,1430,2020-03-06,Part-Time,295776,,Yes,No,Approved,1438.92,1713,2,Renewal case.
1693,2062420,915,2021-01-17,Retired,170214,823.0,No,No,Pending,4241.28,4418,5,Applicant follow-up needed
1694,2063647,1659,2024-07-22,Student,78492,705.0,No,No,Pending,1759.8,2933,3,
1695,2064777,180,,Unemployed,107743,584.0,No,Yes,Pending,1195.8,1993,3,Missing bank statements.
1696,2065774,1066,2023-01-15,Student,179640,795.0,Yes,Yes,Approved,1825.32,2173,1,.
1697,2065987,551,2024-06-27,Student,69061,815.0,No,No,Denied,2871.0,4785,4,
1698,2066789,1562,2020-05-21,Contract,242319,658.0,Yes,Yes,Denied,3303.3,4235,5,
1699,2067638,964,2020-02-05,Unemployed,122304,,No,Yes,Approved,4089.6,4260,3,Referred by agent.
1700,2068281,1590,2024-04-10,Contract,207353,744.0,No,No,Under Review,853.8,1423,5,
1701,2069513,1560,2022-06-24,Self-Employed,230678,720.0,Yes,No,Approved,3532.8,3680,1,Referred by agent.
1702,2071535,375,2023-03-15,Contract,218011,,No,Yes,Approved,1648.2,2747,4,
1703,2078471,1440,2024-11-04,Part-Time,151265,471.0,No,No,Pending,1063.92,1612,5,
1704,2079571,734,2020-04-17,Self-Employed,48593,726.0,No,No,Pending,1601.28,1668,1,Renewal case.
1705,2080561,1089,2021-04-14,Full-Time,242290,395.0,Yes,Yes,Pending,1708.98,2191,2,Flagged for manual review.
1706,2081870,1337,2020-04-12,Unemployed,277871,743.0,No,Yes,Approved,1440.0,2400,2,Missing bank statements.
1707,2082036,236,2022-08-11,Full-Time,89395,761.0,No,Yes,Denied,4432.32,4617,1,Flagged for manual review.
1708,2084703,1675,2024-01-28,Self-Employed,249144,582.0,Yes,No,Denied,1906.56,1986,5,
1709,2085809,843,2024-11-17,Full-Time,152901,642.0,No,No,Approved,1203.72,1433,5,
1710,2086014,1512,,Contract,179088,694.0,No,Yes,Denied,1918.62,2907,4,
1711,2088689,627,2020-06-13,Unemployed,80152,684.0,No,No,Approved,2979.24,4514,1,Flagged for manual review.
1712,2090246,505,2024-02-01,Student,323004,605.0,No,Yes,Approved,9169.92,9552,4,Co-signer pending review.
1713,2091239,1081,2020-06-19,Part-Time,254865,764.0,No,Yes,Denied,4730.04,5631,2,Applicant follow-up needed
1714,2091391,709,,Part-Time,216164,485.0,Yes,No,Denied,1131.0,1885,3,docs expired
1715,2092226,527,2022-11-15,Self-Employed,173394,,No,No,Under Review,1626.24,2464,4,docs expired
1716,2094200,1376,2020-10-01,Contract,205571,574.0,No,No,Denied,1618.32,2452,4,
1717,2096323,720,2020-05-19,Retired,93395,799.0,No,No,Pending,3959.34,0,2,Missing bank statements.
1718,2097943,705,2023-10-24,Self-Employed,119770,791.0,No,Yes,Denied,1859.4,3099,1,
1719,2098543,934,2024-06-20,Unemployed,12281,828.0,No,No,Approved,1213.08,1838,5,Renewal case.
1720,2100151,739,2020-02-28,Part-Time,32586,806.0,No,No,Approved,2468.7,3165,5,
1721,2100857,1149,2021-09-24,Student,49079,795.0,No,Yes,Approved,6057.24,7211,4,Missing bank statements.
1722,2101115,216,2020-09-02,Self-Employed,49172,738.0,No,Yes,Denied,1619.52,1687,3,
1723,2101967,662,2023-01-19,Unemployed,207531,587.0,No,Yes,Approved,1460.16,1521,3,
1724,2104247,853,2021-01-15,Full-Time,110896,758.0,No,No,Approved,1943.7,2945,2,
1725,2104818,750,2021-04-30,Student,3094,687.0,No,No,Denied,3277.68,3902,1,.
1726,2106897,632,2020-10-19,Self-Employed,189879,581.0,No,No,Approved,3643.8,6073,4,Renewal case.
1727,2108424,1758,2020-12-12,Part-Time,203671,428.0,Yes,No,Withdrawn,5778.24,6019,2,Applicant follow-up needed
1728,2110720,113,2021-12-14,Retired,150355,824.0,No,No,Withdrawn,1884.12,2243,2,
1729,2111941,1043,2021-07-24,Unemployed,126566,732.0,No,No,Denied,1875.06,2841,1,Flagged for manual review.
1730,2113290,1173,2020-05-05,Self-Employed,103299,754.0,No,No,Pending,2410.56,2511,3,Missing bank statements.
1731,2113794,277,2020-02-23,Part-Time,22892,,No,No,Approved,4376.4,5210,2,Missing bank statements.
1732,2114013,794,2020-03-09,Unemployed,318388,796.0,No,Yes,Pending,2669.76,2781,5,Missing bank statements.
1733,2115514,1505,2021-06-03,Unemployed,204069,706.0,No,No,Pending,2868.6,3415,1,docs expired
1734,2115915,1154,2024-08-13,Unemployed,88883,613.0,Yes,Yes,Under Review,1635.0,2725,5,Applicant provided pay stubs.
1735,2115974,202,,Full-Time,188233,641.0,No,No,Approved,4634.4,7724,4,Co-signer pending review.
1736,2117184,1786,2021-06-19,Part-Time,162314,681.0,No,Yes,Denied,805.2,1342,3,
1737,2117257,151,2022-12-15,Retired,189111,694.0,Yes,No,Pending,3668.16,3821,5,Applicant provided pay stubs.
1738,2118829,878,2020-11-09,Retired,70339,,No,No,Withdrawn,1218.36,1562,3,income verified via Plaid
1739,2119803,333,2020-10-01,Full-Time,54055,610.0,No,No,Pending,914.1,1385,5,Applicant follow-up needed
1740,2119923,1032,2022-01-29,Part-Time,75823,643.0,No,Yes,Pending,2469.6,2940,1,
1741,2122035,1037,2020-05-10,Unemployed,176942,,No,Yes,Denied,2631.72,3133,2,
1742,2122163,679,2022-01-27,Self-Employed,195641,750.0,No,Yes,Withdrawn,1768.8,2948,2,
1743,2126323,778,2022-10-04,Retired,182864,780.0,No,No,Under Review,1382.7,2095,3,income verified via Plaid
1744,2126714,1132,2024-03-27,Unemployed,137727,529.0,No,No,Pending,3331.02,5047,4,Co-signer pending review.
1745,2126994,1207,2022-03-12,Part-Time,163225,582.0,No,Yes,Denied,1961.4,3269,5,income verified via Plaid
1746,2127363,640,2020-02-16,Contract,39521,598.0,No,Yes,Approved,3634.56,3786,2,
1747,2128776,353,2020-02-08,Part-Time,190028,608.0,No,Yes,Pending,2350.08,2448,4,Missing bank statements.
1748,2132627,1723,2022-04-06,Unemployed,162321,726.0,Yes,No,Approved,1474.2,1755,4,Referred by agent.
1749,2133086,1402,2023-05-13,Unemployed,82937,770.0,No,Yes,Pending,762.72,908,3,
1750,2133644,1206,2021-07-16,Retired,227674,677.0,No,No,Denied,2804.76,3339,4,
1751,2140393,128,2021-10-19,Full-Time,82332,,No,No,Under Review,7369.92,7677,2,Applicant provided pay stubs.
1752,2141822,280,2020-09-13,Self-Employed,43705,446.0,No,Yes,Approved,840.0,1400,5,.
1753,2143389,1538,2023-07-23,Self-Employed,94338,764.0,No,Yes,Approved,1341.6,1720,2,Referred by agent.
1754,2143409,1197,2022-07-25,Part-Time,148788,849.0,No,No,Approved,1520.64,2304,2,Missing bank statements.
1755,2145377,550,2022-04-23,Part-Time,185731,719.0,No,Yes,Withdrawn,1843.92,2364,5,
1756,2145638,644,2021-06-28,Self-Employed,141000,701.0,No,Yes,Approved,3450.24,3594,5,Co-signer pending review.
1757,2147852,1335,2021-04-14,Contract,141409,657.0,No,No,Approved,7174.08,7473,5,Missing bank statements.
1758,2150204,700,2023-01-19,Retired,189686,671.0,Yes,No,Approved,1406.4,2344,4,Applicant provided pay stubs.
1759,2151758,1029,2020-12-29,Student,161975,717.0,No,No,Approved,1374.78,2083,5,docs expired
1760,2152790,156,2022-06-19,Contract,118485,795.0,No,No,Withdrawn,4115.52,4287,3,
1761,2153288,1553,2023-03-19,Contract,35359,662.0,No,Yes,Denied,2106.72,3192,4,
1762,2154868,809,2024-12-02,Full-Time,146651,751.0,No,Yes,Approved,953.7,1445,4,Renewal case.
1763,2157024,1775,2024-09-27,Self-Employed,76105,654.0,No,Yes,Denied,918.06,1391,5,
1764,2158621,12,2022-11-17,Full-Time,28159,,No,No,Denied,1104.0,1840,2,
1765,2158946,1507,2022-04-05,Contract,255591,655.0,No,No,Pending,2498.16,2974,4,Co-signer pending review.
1766,2160060,1018,2020-05-11,Part-Time,61805,417.0,No,Yes,Under Review,5981.04,7668,2,Applicant provided pay stubs.
1767,2160253,1194,2022-09-27,Retired,109047,751.0,No,No,Pending,2458.68,2927,1,income verified via Plaid
1768,2162245,1570,,Student,168669,848.0,Yes,No,Denied,1190.4,1240,5,income verified via Plaid
1769,2162253,726,2020-06-09,Self-Employed,39678,,No,No,Approved,1141.2,1902,4,
1770,2162571,1376,2024-06-14,Full-Time,242608,,No,Yes,Withdrawn,2059.68,2452,5,docs expired
1771,2163145,1604,2022-04-07,Retired,144341,731.0,No,No,Approved,3805.62,4879,1,Co-signer pending review.
1772,2164194,1002,2020-07-21,Self-Employed,76503,790.0,No,Yes,Approved,4987.8,8313,5,Flagged for manual review.
1773,2164761,1550,2023-07-10,Self-Employed,235541,664.0,No,Yes,Denied,3484.26,4467,2,Applicant provided pay stubs.
