app_id,property_id,app_date,employment_status,income,credit_score,previously_evicted,has_cosigner,approval_status,premium,monthly_rent,tenants,notes
1522337,0026,28/04/2020,Part-Time,221631,N/A,No,Yes,Approved,1000.56,1516,5,Flagged for manual review.
1522400,0047,2024-12-19,Student,106399,667,Yes,No,Under Review,4241.64,5438,2,.
1524404,1436,2022-05-05,Retired,46349,,No,No,Denied,4885.44,5816,1,N/A
1526213,1632,2023-01-14,Unemployed,180748,,No,Yes,Approved,3559.38,5393,4,n/a
1526936,0479,2024-09-20,Full-Time,224791,650,No,Yes,Denied,4128.00,6880,4,Applicant follow-up needed
1527507,0473,2023-06-16,Retired,40858,601,No,Yes,Pending,3367.56,4009,2,Flagged for manual review.
1528048,0812,2021-06-12,Retired,127300,790,No,No,Approved,2504.04,2981,1,.
1529390,0888,15/06/2022,Full-Time,214053,674,No,No,Withdrawn,3447.18,5223,2,
1530909,1453,2020-09-19,Unemployed,237100,798,No,Yes,Approved,2877.12,0,1,Applicant provided pay stubs.
1532063,0286,2020-04-18,Retired,71259,490,No,Yes,Approved,8678.88,10332,2,Referred by agent.
1533632,0567,2024-04-27,Student,235078,,No,Yes,Denied,1173.48,1778,4,income verified via Plaid
1533855,1729,2023-09-25,Self-Employed,91727,799,Yes,No,Approved,497.40,829,2,Renewal case.
1534524,0374,2021-01-08,Retired,109161,693,No,Yes,Approved,1877.40,2235,4,docs expired
1535615,1541,2020-07-17,Self-Employed,31142,634,No,Yes,Under Review,5569.20,6630,5,.
1537924,1693,2021-12-03,Full-Time,120157,N/A,No,No,Approved,1517.88,1807,3,
1538668,0289,2020-07-29,Retired,92081,774,No,No,Approved,2032.20,3387,4,n/a
1539098,0453,2024-07-03,Part-Time,59831,784,No,No,Approved,1313.40,1990,4,Missing bank statements.
1539665,1741,2022-05-18,Full-Time,118411,,No,No,Pending,4141.02,5309,5,Referred by agent.
1539762,0861,2020-05-23,Student,82194,672,Yes,Yes,Approved,1849.80,3083,5,Renewal case.
1541076,1286,2022-10-30,Full-Time,48662,,No,Yes,Denied,1485.66,2251,1,Renewal case.
1541645,0015,16/03/2022,Student,76870,670,No,Yes,Approved,2135.04,2224,5,Co-signer pending review.
1543265,0011,2022-01-03,Full-Time,174385,822,No,Yes,Pending,3597.00,5995,1,Flagged for manual review.
1545899,1684,2022-06-26,Contract,21425,793,No,Yes,Denied,1819.80,3033,2,N/A
1546217,0022,2021-12-01,Student,45689,444,No,No,Withdrawn,1513.98,1941,2,Renewal case.
1546447,0199,2024-07-30,Contract,170703,829,No,Yes,Denied,1110.60,1851,3,income verified via Plaid
1549103,1258,2020-12-01,Unemployed,250000,681,No,No,Denied,1644.48,1713,1,.
1553482,1107,27/09/2023,Retired,111345,814,No,Yes,Denied,2483.52,3184,3,Referred by agent.
1553772,1741,2022-12-18,Full-Time,209162,724,No,Yes,Denied,3185.40,5309,3,Flagged for manual review.
1557077,1159,2020-05-23,Unemployed,62491,713,No,No,Denied,1944.60,3241,1,docs expired
1558025,1211,2021-02-20,Student,118243,739,No,Yes,Pending,1359.54,1743,3,docs expired
1558860,0803,2020-05-08,Self-Employed,168869,835,No,No,Denied,8073.60,8410,4,Renewal case.
1559962,0981,27/05/2024,Full-Time,107619,586,No,No,Withdrawn,544.50,825,3,Flagged for manual review.
1561042,0097,2020-11-15,Retired,90760,696,No,No,Denied,1558.08,1623,5,Flagged for manual review.
1564220,1489,2024-10-22,Self-Employed,222643,733,No,Yes,Denied,859.32,1302,1,Flagged for manual review.
1565132,1241,2021-05-08,Self-Employed,190435,715,Yes,No,Approved,1013.76,1536,3,
1567065,0363,22/07/2021,Unemployed,56378,758,No,No,Under Review,1353.60,1410,1,n/a
1567311,0688,2024-07-11,Full-Time,57348,619,Yes,Yes,Pending,2543.58,3261,4,n/a
1567610,1140,2022-03-04,Unemployed,161099,808,No,Yes,Denied,2327.64,2771,5,docs expired
1568141,0605,2020-11-18,Unemployed,142427,691,No,Yes,Denied,1943.76,2314,4,
1571175,0509,2024-02-04,Full-Time,222138,808,No,No,Pending,958.20,1597,1,Applicant provided pay stubs.
1572806,0162,2024-02-21,Full-Time,234952,,Yes,No,Approved,927.42,1189,2,Flagged for manual review.
1576505,0502,2022-10-26,Full-Time,95268,813,No,No,Denied,4966.08,5173,5,Applicant follow-up needed
1576507,1406,2024-11-22,Student,103383,682,No,Yes,Pending,2835.30,3635,5,income verified via Plaid
1576766,1167,2022-02-14,Retired,78221,768,No,No,Pending,6034.56,6286,3,.
1576769,1413,2021-02-14,Retired,89690,580,No,Yes,Approved,1654.20,2757,2,docs expired
1577290,1584,2021-12-17,Part-Time,180754,715,No,No,Approved,1797.12,1872,5,income verified via Plaid
1577327,0226,2023-09-27,Full-Time,214760,786,Yes,Yes,Pending,1019.70,1545,2,Applicant provided pay stubs.
1579921,0856,2023-06-12,Retired,157751,724,No,Yes,Denied,508.20,847,5,docs expired
1580462,0691,2022-11-13,Unemployed,182444,730,No,No,Withdrawn,2402.88,2503,3,N/A
1580845,0967,2020-12-03,Student,12725,706,No,Yes,Approved,1553.16,1849,4,Referred by agent.
1581577,0097,17/09/2020,Student,129428,735,No,Yes,Denied,1363.32,1623,2,
1583786,0051,16/07/2020,Self-Employed,48115,839,No,No,Approved,1946.88,2496,1,Flagged for manual review.
1583847,0818,2021-11-27,Full-Time,161185,730,No,Yes,Denied,2661.12,4032,3,Missing bank statements.
1584350,0856,26/07/2024,Part-Time,156003,813,Yes,Yes,Approved,813.12,847,4,
1584717,0718,2021-06-02,Self-Employed,162800,741,Yes,No,Withdrawn,3125.76,4736,4,Applicant provided pay stubs.
1585868,0395,2022-11-12,Retired,66625,765,Yes,No,Denied,3480.96,4144,4,n/a
1586050,0769,2022-01-19,Unemployed,111987,753,Yes,Yes,Under Review,3444.00,5740,1,Co-signer pending review.
1586528,0907,2020-01-08,Self-Employed,142000,818,No,No,Denied,1665.72,1983,4,
1587037,1343,2020-04-25,Unemployed,230906,813,No,No,Approved,927.60,1546,1,n/a
1588668,0217,2023-12-24,Contract,66503,844,Yes,No,Pending,2698.02,3459,1,
1590489,0133,2020-06-22,Self-Employed,24385,619,No,No,Approved,2683.80,3195,5,Referred by agent.
1592922,1514,27/10/2022,Full-Time,95607,683,No,Yes,Pending,1329.24,2014,5,N/A
1593790,0934,2020-10-25,Unemployed,39181,779,No,Yes,Withdrawn,1433.64,1838,3,Co-signer pending review.
1596735,0463,2022-09-29,Self-Employed,138467,313,No,Yes,Approved,2376.00,3600,5,Applicant provided pay stubs.
1597978,0640,2023-01-06,Full-Time,110400,,No,Yes,Under Review,2271.60,3786,2,
1598066,0441,2020-10-08,Self-Employed,169987,743,No,Yes,Approved,3701.94,5609,1,.
1598777,0664,2021-06-30,Part-Time,93049,593,No,No,Pending,534.00,890,3,Missing bank statements.
1599022,1599,,Retired,176334,689,Yes,No,Approved,3153.60,3285,4,
1599737,0689,,Student,159444,780,No,Yes,Approved,1306.20,1555,1,Co-signer pending review.
1600224,0173,,Student,205721,726,No,No,Denied,2292.36,2729,1,docs expired
1600796,1119,23/06/2020,Full-Time,188190,599,No,Yes,Pending,2555.28,3276,2,Applicant provided pay stubs.
1601528,1443,2023-11-12,Unemployed,213424,648,No,No,Approved,1779.84,1854,3,Applicant provided pay stubs.
1603264,0289,2020-05-28,Unemployed,130794,N/A,No,No,Approved,2641.86,3387,5,Co-signer pending review.
1604626,0251,2021-03-09,Full-Time,66225,605,No,No,Denied,936.54,1419,1,Renewal case.
1606729,0515,2020-12-28,Part-Time,75275,800,No,No,Approved,4014.00,6690,5,Flagged for manual review.
1607092,1507,2021-12-19,Full-Time,292139,701,Yes,No,Approved,2855.04,2974,3,N/A
1608447,0969,2024-05-04,Part-Time,22992,686,No,Yes,Withdrawn,1177.80,1510,1,
1609769,0205,2020-06-24,Full-Time,80371,667,Yes,No,Pending,884.52,1134,4,
1609883,1451,2020-09-13,Unemployed,25406,798,No,No,Approved,4000.32,4167,2,income verified via Plaid
1609889,0930,2020-09-29,Self-Employed,149840,703,No,Yes,Approved,2805.60,3340,4,Renewal case.
1611408,1462,2021-09-04,Full-Time,209411,804,Yes,Yes,Withdrawn,927.00,1545,2,Flagged for manual review.
1615899,0026,2021-12-04,Student,156802,604,Yes,No,Approved,909.60,1516,3,.
1619043,0752,2024-05-21,Self-Employed,133443,676,Yes,Yes,Under Review,2064.60,3441,5,Applicant provided pay stubs.
1620348,0097,14/10/2024,Unemployed,87152,655,No,Yes,Approved,1265.94,1623,5,Co-signer pending review.
1621397,0812,2023-10-12,Contract,114654,698,No,Yes,Approved,1967.46,2981,1,Renewal case.
1622768,0713,2020-09-17,Part-Time,225408,660,Yes,Yes,Denied,3351.48,5078,2,Flagged for manual review.
1623640,0675,2021-06-24,Retired,190424,752,Yes,Yes,Denied,2484.90,3765,5,docs expired
1624412,0595,2021-08-05,Part-Time,195129,846,No,Yes,Approved,1994.40,3324,5,Missing bank statements.
1624576,0847,2023-07-25,Full-Time,66626,748,No,Yes,Pending,4751.04,5656,2,n/a
1625232,0467,2022-11-24,Retired,160420,,No,No,Approved,6529.38,8371,2,Applicant follow-up needed
1626810,1743,2024-07-20,Contract,169547,583,No,Yes,Approved,929.88,0,3,Missing bank statements.
1627568,1135,2022-02-13,Part-Time,54575,787,No,No,Pending,2251.20,2680,3,Applicant provided pay stubs.
1631280,1707,2020-01-14,Self-Employed,78638,,No,Yes,Denied,5006.40,5960,1,docs expired
1631463,0425,,Retired,195200,710,No,Yes,Denied,1350.72,1608,2,Renewal case.
1632839,0588,2021-09-01,Full-Time,8722,,No,Yes,Denied,1629.60,1940,2,N/A
1635071,1299,2022-10-11,Self-Employed,119289,,No,Yes,Approved,883.08,1338,4,Applicant follow-up needed
1635086,0715,2023-06-12,Retired,220463,600,No,Yes,Approved,1665.72,1983,3,N/A
1636418,0603,2024-10-21,Full-Time,30938,790,No,No,Pending,724.80,1208,4,docs expired
1637009,0270,2022-04-29,Retired,35842,727,Yes,No,Approved,2892.00,4820,3,Applicant follow-up needed
1640027,0181,,Self-Employed,58625,,No,No,Under Review,601.26,911,2,n/a
1641836,0231,2020-01-07,Contract,186248,708,No,No,Pending,6999.36,7291,4,
1642092,1518,2022-06-18,Part-Time,58606,713,Yes,Yes,Withdrawn,2654.40,4424,2,
1642462,0797,2021-12-30,Contract,183988,373,No,No,Approved,2859.78,4333,5,
1642778,0836,2021-03-16,Unemployed,218401,722,No,No,Approved,4248.00,4425,4,
1643278,1625,2021-01-09,Self-Employed,157095,799,No,Yes,Denied,4545.84,5828,1,Applicant provided pay stubs.
1646325,0218,2023-02-02,Unemployed,32404,755,No,No,Denied,2470.38,3743,4,Flagged for manual review.
1646876,0964,2020-08-18,Student,27859,,Yes,No,Denied,4089.60,4260,3,n/a
1648100,1485,2020-02-08,Self-Employed,123925,775,Yes,No,Denied,3100.44,3691,2,Flagged for manual review.
1648478,0494,2024-02-10,Student,140000,390,Yes,Yes,Pending,5010.60,5965,4,Applicant provided pay stubs.
1648846,0605,2024-01-12,Self-Employed,169628,817,No,Yes,Approved,1804.92,2314,5,N/A
1649903,1262,2023-01-11,Self-Employed,161267,836,No,Yes,Approved,5814.48,6922,2,Renewal case.
1653879,0231,2024-11-17,Student,159099,689,No,No,Approved,6124.44,7291,2,Referred by agent.
1653990,0768,14/10/2024,Self-Employed,91937,671,No,No,Approved,5374.98,6891,4,N/A
1654210,1176,2022-01-28,Retired,139823,705,Yes,Yes,Approved,1084.80,1808,5,Applicant follow-up needed
1655326,1521,2022-10-09,Contract,197004,590,No,No,Approved,2601.72,3942,3,Missing bank statements.
1656041,1473,2021-09-06,Contract,77826,586,No,Yes,Pending,2817.60,4696,1,docs expired
1656499,0455,2024-03-01,Self-Employed,142995,740,No,Yes,Withdrawn,3723.84,3879,5,
1657683,1189,,Unemployed,191642,684,No,No,Withdrawn,4107.84,4279,4,Applicant provided pay stubs.
1659533,0492,2022-01-27,Unemployed,75237,647,No,No,Under Review,1409.28,1468,5,Flagged for manual review.
1662339,1092,23/03/2020,Contract,168123,648,No,No,Approved,5248.32,7952,1,docs expired
1663603,0429,2023-11-07,Student,30273,760,Yes,Yes,Pending,5532.48,5763,3,n/a
1664468,1445,25/06/2022,Contract,195905,747,No,No,Approved,7014.00,8350,5,Missing bank statements.
1666013,0349,2023-03-07,Contract,246360,602,No,Yes,Approved,1825.98,2341,4,Co-signer pending review.
1667485,1258,22/02/2022,Student,222800,814,No,No,Approved,1027.80,1713,1,Missing bank statements.
1668825,0749,28/04/2021,Part-Time,163845,653,No,No,Under Review,1656.60,2761,1,Renewal case.
1669384,0275,2020-08-07,Self-Employed,52869,663,Yes,No,Denied,1108.80,1680,3,income verified via Plaid
1670088,0893,2022-04-28,Retired,40385,540,Yes,Yes,Approved,2349.00,3915,1,Missing bank statements.
1670492,1559,2021-11-21,Part-Time,209759,831,No,Yes,Approved,1069.86,1621,2,docs expired
1672926,1679,,Retired,8610,822,No,No,Approved,4256.64,4434,5,income verified via Plaid
1673397,1299,2023-07-19,Part-Time,84969,801,Yes,Yes,Approved,1284.48,1338,3,Co-signer pending review.
1673717,0325,2024-12-09,Retired,195221,820,No,No,Denied,1109.76,1156,3,Renewal case.
1674060,1015,2020-04-30,Self-Employed,318589,695,Yes,No,Approved,3423.60,5706,5,
1674102,1269,2023-07-09,Self-Employed,51109,705,No,Yes,Denied,1571.46,2381,1,docs expired
1674489,0201,2021-01-31,Self-Employed,54377,696,Yes,Yes,Approved,1895.40,2430,1,Renewal case.
1675105,1610,2023-02-14,Part-Time,229170,753,No,Yes,Under Review,1823.40,3039,3,Applicant provided pay stubs.
1676181,0733,2020-08-26,Student,73578,799,No,Yes,Pending,1036.20,1570,3,Applicant provided pay stubs.
1677814,0452,2023-02-04,Unemployed,186184,738,Yes,Yes,Approved,3488.94,4473,2,Applicant follow-up needed
1679918,0658,24/01/2024,Part-Time,66369,779,No,Yes,Pending,2037.60,3396,1,docs expired
1680531,0431,2023-03-16,Retired,154462,633,No,No,Denied,3451.20,3595,3,income verified via Plaid
1681040,0927,23/02/2022,Contract,62865,390,No,Yes,Denied,4608.00,7680,3,income verified via Plaid
1683191,1023,2024-08-27,Self-Employed,196578,693,No,Yes,Approved,822.12,1054,5,Renewal case.
1683892,0023,2022-07-24,Unemployed,109608,670,Yes,No,Denied,3052.56,3634,2,Missing bank statements.
1685707,1524,2020-04-29,Contract,199160,654,No,No,Pending,2352.00,2800,2,Referred by agent.
1686474,0272,2022-03-13,Full-Time,117799,465,No,No,Denied,1060.80,1360,4,Renewal case.
1687231,1364,2021-06-14,Student,68682,670,No,Yes,Approved,4536.84,5401,2,
1687755,1305,2024-12-20,Self-Employed,59547,804,No,No,Pending,4126.32,6252,4,income verified via Plaid
1689605,1672,19/05/2024,Retired,81650,812,No,Yes,Approved,2632.56,3134,1,Co-signer pending review.
1689735,0753,2020-09-29,Full-Time,55645,N/A,Yes,No,Approved,1626.00,2710,5,docs expired
1691795,1159,2020-03-27,Self-Employed,236477,645,Yes,No,Denied,2139.06,3241,2,
1692720,1398,2021-03-03,Retired,121407,778,No,Yes,Approved,2279.16,2922,1,.
1692757,1105,2022-02-05,Full-Time,68343,762,No,No,Denied,1159.68,1208,3,Missing bank statements.
1695843,0471,2022-04-18,Full-Time,257137,766,No,No,Approved,1313.28,1368,5,Renewal case.
1696508,1733,2024-06-07,Full-Time,31032,797,No,Yes,Approved,10232.64,10659,1,docs expired
1696940,1653,2022-10-02,Student,238440,452,No,No,Approved,2411.76,3092,4,
1700113,1504,28/07/2022,Unemployed,11239,774,No,No,Approved,5217.30,7905,1,Flagged for manual review.
1701824,1645,2024-06-01,Unemployed,232018,708,No,Yes,Approved,3275.58,4963,5,docs expired
1702550,1594,2021-06-09,Unemployed,257290,844,No,No,Pending,5092.92,6063,5,N/A
1704874,0582,2021-10-16,Retired,186614,376,No,Yes,Approved,3042.78,3901,4,income verified via Plaid
1706491,0057,18/01/2021,Unemployed,139460,509,No,No,Approved,4116.42,6237,3,N/A
1708953,1221,2023-10-09,Student,123099,729,No,Yes,Denied,4694.82,6019,3,Flagged for manual review.
1709531,0907,2024-10-29,Retired,114586,,No,No,Approved,1903.68,1983,4,docs expired
1711674,1412,2024-02-19,Part-Time,77429,,No,Yes,Pending,1516.80,1580,4,Flagged for manual review.
1715292,1501,2021-07-26,Part-Time,248429,728,No,Yes,Approved,1051.68,1252,5,Referred by agent.
1716241,1732,2024-10-28,Contract,275596,796,No,No,Pending,1006.20,1677,3,.
1716514,1489,14/01/2021,Self-Employed,138453,668,Yes,No,Under Review,781.20,1302,2,Applicant provided pay stubs.
1719459,1474,26/11/2024,Full-Time,289142,,No,Yes,Pending,3555.24,4558,5,Referred by agent.
1720765,0361,2024-12-10,Contract,156990,629,No,No,Approved,2799.72,4242,2,docs expired
1721894,1018,2020-04-06,Full-Time,26484,,No,No,Approved,6441.12,7668,3,Renewal case.
1724477,1295,13/10/2020,Student,167607,654,No,Yes,Pending,4772.46,7231,4,Missing bank statements.
1724656,0077,2023-12-15,Contract,49837,604,No,Yes,Denied,1652.16,1721,2,Renewal case.
1728974,1387,2020-02-25,Part-Time,140500,495,No,No,Denied,2055.36,2141,5,Renewal case.
1729254,0502,,Full-Time,232634,599,No,No,Approved,3103.80,5173,4,Flagged for manual review.
1729842,0134,2021-08-10,Student,147675,831,No,Yes,Approved,3547.20,3695,4,
1731331,0716,2021-09-22,Unemployed,240462,735,No,No,Approved,1738.80,2898,5,income verified via Plaid
1731530,1034,2024-07-31,Self-Employed,51173,705,No,Yes,Approved,3225.60,3360,2,
1734113,0072,21/09/2021,Student,83594,660,No,No,Approved,2635.08,3137,2,
1735816,0220,2022-04-02,Full-Time,122014,792,No,No,Under Review,1397.88,2118,2,Applicant follow-up needed
1736561,0265,21/09/2022,Part-Time,68800,635,Yes,Yes,Approved,1333.08,1587,4,income verified via Plaid
1743367,0743,2021-09-19,Unemployed,225375,772,No,Yes,Approved,798.72,832,3,docs expired
1745657,1484,2022-12-22,Full-Time,117389,616,Yes,No,Pending,2946.72,3508,3,
1746149,0865,2022-07-17,Retired,78402,632,No,No,Approved,1191.12,1418,1,Renewal case.
1746804,1278,2023-02-23,Part-Time,121996,600,Yes,No,Denied,1585.32,2402,2,
1748491,0797,2024-04-21,Self-Employed,117828,616,No,No,Pending,2599.80,4333,4,Renewal case.
1749150,1721,2020-02-17,Retired,126658,772,No,Yes,Denied,1078.74,1383,4,Missing bank statements.
1750585,1288,2021-06-04,Student,69695,844,No,No,Denied,2210.04,2631,3,income verified via Plaid
1751502,0922,2020-07-25,Self-Employed,161804,766,No,Yes,Denied,767.40,1279,5,Co-signer pending review.
1752600,0743,2020-01-25,Contract,88341,801,No,No,Approved,698.88,832,4,N/A
1753238,0732,2023-10-14,Part-Time,231643,840,No,No,Pending,1807.74,2739,3,Applicant follow-up needed
1753815,1749,18/10/2023,Self-Employed,215571,766,No,No,Approved,1336.14,1713,5,N/A
1754251,1748,19/01/2024,Student,227074,843,Yes,No,Approved,904.20,1507,1,n/a
1755948,1011,2022-06-21,Part-Time,21631,650,No,No,Denied,5060.16,5271,2,.
1758277,0104,2023-07-20,Self-Employed,185565,626,No,Yes,Withdrawn,2128.50,3225,1,Applicant follow-up needed
1762766,0105,2024-01-04,Student,181549,,No,No,Approved,4799.76,5714,5,Referred by agent.
1767479,0685,24/04/2022,Unemployed,236137,,No,Yes,Approved,1207.92,1438,3,Missing bank statements.
1769140,0401,2020-06-26,Contract,243934,822,No,Yes,Pending,3903.00,6505,4,income verified via Plaid
1770106,0956,2024-06-02,Student,115037,481,No,No,Withdrawn,2082.60,3471,3,Co-signer pending review.
1771224,0919,2022-04-29,Unemployed,433000,736,No,No,Approved,884.16,921,3,Flagged for manual review.
1771644,0366,24/06/2020,Contract,6850,811,No,Yes,Approved,3296.16,3924,3,N/A
1771831,0666,2020-04-15,Part-Time,26579,,Yes,No,Approved,1114.08,1688,2,Missing bank statements.
1773757,0170,2022-07-28,Full-Time,70890,664,No,No,Denied,3596.04,4281,2,N/A
1775601,0807,2020-05-18,Unemployed,59342,680,No,No,Under Review,1743.36,1816,5,Renewal case.
1776102,1189,2021-12-10,Retired,186828,648,No,Yes,Approved,3337.62,4279,5,Missing bank statements.
1778360,1257,2023-12-01,Retired,159485,759,No,Yes,Denied,609.00,1015,4,Referred by agent.
1780025,0129,2024-06-11,Student,88059,739,No,Yes,Denied,947.10,1435,4,
1781132,0176,2024-09-17,Unemployed,153051,673,No,Yes,Withdrawn,6304.74,8083,5,Referred by agent.
1782416,1324,2021-06-01,Self-Employed,194338,791,No,No,Under Review,704.76,839,3,
1788741,0887,2023-07-23,Contract,125309,,No,No,Denied,3956.94,5073,1,Renewal case.
1789081,1055,2023-04-11,Self-Employed,47358,616,No,Yes,Approved,5659.20,5895,4,n/a
1789464,0019,2022-10-18,Student,98624,N/A,No,No,Pending,2235.48,2866,2,docs expired
1789709,1629,2022-10-09,Full-Time,112049,833,No,No,Under Review,1609.92,2064,1,
1789782,0272,16/09/2023,Retired,56817,609,No,No,Denied,897.60,1360,5,Referred by agent.
1791289,0535,2023-01-22,Student,232173,776,No,Yes,Approved,715.20,1192,2,Referred by agent.
1791420,1210,2021-03-29,Full-Time,50484,752,No,No,Approved,2459.52,2928,1,income verified via Plaid
1791713,1352,30/04/2020,Retired,116645,658,No,No,Pending,1648.14,2113,1,Co-signer pending review.
1791869,1798,2023-05-27,Student,234868,674,No,No,Approved,4572.48,6928,3,.
1793618,0691,2022-12-08,Full-Time,112436,777,No,No,Pending,2402.88,2503,2,Applicant follow-up needed
1794054,1365,2024-12-19,Full-Time,201035,,No,No,Denied,2748.60,4581,5,N/A
1796934,1371,24/07/2022,Self-Employed,156012,745,No,Yes,Approved,2607.00,3950,3,Applicant provided pay stubs.
1798660,1536,30/10/2021,Full-Time,300561,,No,No,Withdrawn,3559.14,4563,4,Applicant provided pay stubs.
1800061,0072,2020-11-22,Contract,18593,706,No,No,Approved,2446.86,3137,1,Referred by agent.
1801923,0282,2020-02-09,Part-Time,228098,668,No,No,Approved,760.80,1268,1,
1802722,1194,2023-05-18,Unemployed,87226,694,No,No,Denied,2283.06,2927,2,
1805528,0583,2024-05-16,Student,209652,748,No,Yes,Denied,2106.60,3511,5,Renewal case.
1805632,0183,2021-09-16,Student,30197,,No,No,Denied,4614.60,7691,3,.
1806457,1219,27/07/2022,Self-Employed,248163,,Yes,No,Approved,1869.00,3115,4,n/a
1807221,1392,18/06/2022,Retired,307607,715,No,No,Denied,5605.38,8493,1,Flagged for manual review.
1809310,0299,2022-01-08,Full-Time,51024,644,No,No,Denied,3494.40,4480,4,Applicant follow-up needed
1810017,0496,19/11/2023,Student,171281,792,No,No,Approved,2752.32,2867,5,Applicant follow-up needed
1810670,0177,2022-06-06,Retired,208614,741,Yes,No,Approved,1226.16,1572,1,docs expired
1812172,0287,2024-10-05,Part-Time,217531,750,No,Yes,Approved,4344.60,5570,1,income verified via Plaid
1812315,1065,2024-08-04,Full-Time,202823,771,No,Yes,Pending,1060.92,1263,1,Applicant follow-up needed
1814909,0366,2022-01-04,Retired,140426,722,No,Yes,Denied,3767.04,3924,2,Applicant follow-up needed
1814961,1351,18/10/2024,Unemployed,104440,713,No,No,Approved,2520.60,4201,5,Applicant provided pay stubs.
1815895,1142,2023-05-04,Full-Time,120262,815,Yes,No,Approved,3038.40,5064,5,n/a
1817505,1796,2022-01-12,Contract,141402,,No,Yes,Denied,2207.70,3345,2,Renewal case.
1818193,1595,,Unemployed,84905,608,No,No,Approved,1705.44,2584,2,Applicant provided pay stubs.
1818928,0511,2024-11-19,Self-Employed,6122,707,No,No,Approved,4485.78,5751,3,Applicant provided pay stubs.
1819240,0971,2023-06-30,Full-Time,35452,795,No,Yes,Denied,2133.12,2222,5,Renewal case.
1821236,0700,2024-07-06,Part-Time,313505,722,No,No,Approved,1828.32,2344,4,Referred by agent.
1822279,0830,2024-04-07,Unemployed,240867,828,No,No,Approved,3437.76,3581,4,Co-signer pending review.
1822434,0390,2023-12-13,Student,258000,760,No,Yes,Approved,975.36,1016,2,Missing bank statements.
1822782,0688,2024-07-19,Self-Employed,235686,592,No,No,Approved,2739.24,3261,1,n/a
1825876,0705,2023-12-26,Student,222704,646,No,Yes,Withdrawn,2603.16,3099,4,Renewal case.
1826465,1298,2022-12-18,Unemployed,198287,N/A,No,No,Under Review,1125.60,1340,5,Applicant provided pay stubs.
1827858,0624,2021-04-05,Part-Time,117884,715,No,No,Approved,3045.90,3905,4,Renewal case.
1828507,0056,2023-12-28,Student,127176,620,Yes,No,Approved,3060.72,3924,2,income verified via Plaid
1830353,1605,2024-06-19,Full-Time,172098,741,No,No,Approved,1900.80,2880,2,Applicant follow-up needed
1831789,0353,2020-01-31,Student,161796,539,No,Yes,Approved,2350.08,2448,2,Referred by agent.
1831931,1069,2024-11-07,Contract,27480,N/A,No,No,Approved,620.40,1034,3,docs expired
1832134,0078,2021-03-08,Contract,165535,793,No,Yes,Approved,1299.54,1969,1,Flagged for manual review.
1833273,0367,2024-02-22,Part-Time,225239,639,No,Yes,Approved,1337.82,2027,1,Applicant follow-up needed
1833891,0429,2022-04-08,Contract,90883,812,No,Yes,Approved,4495.14,5763,5,Missing bank statements.
1835780,1240,2024-05-21,Contract,50662,779,No,No,Approved,3936.66,5047,5,Applicant follow-up needed
1838888,1616,2024-10-23,Retired,208955,599,No,Yes,Approved,3034.80,5058,4,n/a
1843409,1654,2023-02-09,Student,155900,729,No,Yes,Approved,3317.76,0,4,Applicant provided pay stubs.
1844151,0150,2020-08-04,Student,35949,606,No,Yes,Approved,1370.16,2076,5,Applicant follow-up needed
1845110,0789,31/03/2024,Self-Employed,247513,792,No,No,Approved,673.86,1021,4,N/A
1845452,1658,2021-04-05,Unemployed,177023,593,No,No,Denied,2722.20,0,1,docs expired
1845959,1768,2024-12-14,Full-Time,242600,,No,No,Approved,3791.76,4514,1,N/A
1848112,0606,2021-11-17,Part-Time,63550,773,No,No,Approved,1424.94,2159,2,Applicant follow-up needed
1849959,1304,2024-10-18,Unemployed,119014,673,No,Yes,Withdrawn,8890.44,11398,2,Flagged for manual review.
1850808,0348,2021-09-11,Contract,82485,674,No,Yes,Withdrawn,8482.56,8836,4,N/A
1852203,0953,2022-08-22,Part-Time,234945,687,No,Yes,Approved,2818.20,4270,1,
1853141,1464,17/01/2024,Student,205904,810,Yes,No,Approved,3150.00,3750,1,Applicant follow-up needed
1854472,1129,2022-03-14,Contract,30939,701,Yes,Yes,Approved,2657.76,3164,4,Referred by agent.
1856152,1428,2024-08-27,Retired,123503,754,No,No,Approved,7381.44,7689,3,Missing bank statements.
1857134,0668,2020-10-05,Unemployed,105345,367,No,No,Withdrawn,3251.16,4926,4,.
1859474,1493,2023-05-29,Student,65812,801,No,No,Denied,1939.74,2939,3,docs expired
1859772,0731,2024-12-04,Student,25144,549,No,Yes,Denied,1816.32,1892,1,Applicant follow-up needed
1860223,1695,2021-10-05,Self-Employed,177628,768,No,No,Withdrawn,4281.48,5097,5,
1860725,1158,,Student,30435,,No,Yes,Withdrawn,1416.00,1475,5,docs expired
1864997,1383,2022-12-26,Self-Employed,211840,727,No,Yes,Approved,2385.24,3058,5,Renewal case.
1871190,1781,2024-03-08,Full-Time,153661,791,No,Yes,Under Review,1970.64,2346,4,.
1871667,1015,25/01/2023,Full-Time,230919,,No,No,Denied,3765.96,5706,4,Co-signer pending review.
1872296,0673,2023-12-20,Part-Time,138229,687,Yes,Yes,Approved,4321.98,5541,4,N/A
1873606,0244,2024-04-10,Student,122410,461,No,No,Approved,1104.00,1840,1,Flagged for manual review.
1877270,0126,2020-10-11,Full-Time,88095,,No,No,Pending,1876.56,2234,1,income verified via Plaid
